season,season_start_year,league,division,league_finish,position,name,nationality,age,minutes_(total),starting_appearances_(league),substitute_appearances_(league),starting_appearances_(total),substitute_appearances_(total),total_appearances,goals_(total),goals_(league),g/minutes_(total),g/appearances_(total),european_competition,tier,performance,round_of_tournament,homegrown_players,transfers_in,transfers_out,net_transfers,games_played_(total),goals_for_(total),goals_against_(total),goal_difference_(total),goals_per_game_(total),games_played_(league),goals_for_(league),goals_against_(league),goal_difference_(league),goals_per_game_(league),average_age,average_appearances,average_minutes
2004-2005,2004,La Liga,1,3,MF,Hector Font,Spain,20,2493,17,16,26,27,53,5,2,498.6,10.6,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,Joan Roman Riquelme,Argentina,26,3901,35,0,44,2,46,17,15,229.47058823529412,2.7058823529411766,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,Joan Roman Riquelme,Argentina,26,3901,35,0,44,2,46,17,15,229.47058823529412,2.7058823529411766,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,Josico,Spain,29,3673,27,2,44,4,48,1,1,3673.0,48.0,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,Josico,Spain,29,3673,27,2,44,4,48,1,1,3673.0,48.0,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,"Marcos ""Marquitos"" García",Spain,17,45,0,0,0,3,3,0,0,0.0,0.0,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,"Marcos ""Marquitos"" García",Spain,17,45,0,0,0,3,3,0,0,0.0,0.0,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,Fran Erencia,Spain,18,0,0,0,0,0,0,0,0,0.0,0.0,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,Fran Erencia,Spain,18,0,0,0,0,0,0,0,0,0.0,0.0,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,Roger García,Spain,28,488,0,1,6,1,7,2,0,244.0,3.5,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,Roger García,Spain,28,488,0,1,6,1,7,2,0,244.0,3.5,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,Santi Cazorla,Spain,20,2582,13,16,26,22,48,7,2,368.85714285714283,6.857142857142857,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,Santi Cazorla,Spain,20,2582,13,16,26,22,48,7,2,368.85714285714283,6.857142857142857,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,David Fuster,Spain,22,0,0,0,0,0,0,0,0,0.0,0.0,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,David Fuster,Spain,22,0,0,0,0,0,0,0,0,0.0,0.0,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,Marcos Senna,Spain,28,3343,27,2,36,3,39,2,2,1671.5,19.5,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,MF,Marcos Senna,Spain,28,3343,27,2,36,3,39,2,2,1671.5,19.5,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Víctor Fernández,Spain,30,163,0,0,1,6,7,0,0,0.0,0.0,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Víctor Fernández,Spain,30,163,0,0,1,6,7,0,0,0.0,0.0,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Jonathan Pereira,Spain,17,0,0,0,0,0,0,0,0,0.0,0.0,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Jonathan Pereira,Spain,17,0,0,0,0,0,0,0,0,0.0,0.0,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Antonio Guayre,Spain,24,1776,15,9,20,16,36,9,4,197.33333333333334,4.0,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Antonio Guayre,Spain,24,1776,15,9,20,16,36,9,4,197.33333333333334,4.0,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Diego Forlán,Uruguay,25,3099,34,4,35,4,39,25,25,123.96,1.56,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Diego Forlán,Uruguay,25,3099,34,4,35,4,39,25,25,123.96,1.56,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Sonny Anderson,Brazil,34,802,2,1,9,1,10,5,1,160.4,2.0,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Sonny Anderson,Brazil,34,802,2,1,9,1,10,5,1,160.4,2.0,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Xisco Nadal,Spain,18,184,1,3,2,4,6,0,0,0.0,0.0,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Xisco Nadal,Spain,18,184,1,3,2,4,6,0,0,0.0,0.0,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,José Mari,Spain,26,3001,17,13,36,13,49,8,4,375.125,6.125,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,José Mari,Spain,26,3001,17,13,36,13,49,8,4,375.125,6.125,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Luciano Figueroa,Argentina,23,1282,7,8,13,8,21,4,2,320.5,5.25,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Luciano Figueroa,Argentina,23,1282,7,8,13,8,21,4,2,320.5,5.25,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Javier Calleja,Spain,26,248,0,3,2,3,5,0,0,0.0,0.0,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,Javier Calleja,Spain,26,248,0,3,2,3,5,0,0,0.0,0.0,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,José María Cases,Spain,18,45,0,1,0,2,2,0,0,0.0,0.0,Intertoto Cup,3,Champions,5/5,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2004-2005,2004,La Liga,1,3,FW,José María Cases,Spain,18,45,0,1,0,2,2,0,0,0.0,0.0,UEFA Cup,2,Quarters,4/6,15,6,7,-1.0,59,100,49,51,1.694915254237288,38,69,37,32,1.8157894736842106,23.84,21.97,1535.49
2005-2006,2005,La Liga,1,7,GK,Sebastián Viera,Uruguay,22,3270,29,0,37,0,37,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,GK,Juan Carlos,Spain,18,0,0,0,0,0,0,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,GK,Mariano Barbosa,Argentina,21,1474,9,1,16,1,17,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,GK,Javier López Vallejo,Spain,30,115,0,0,1,1,2,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,DF,Jan Kromkamp,Netherlands,25,975,6,0,10,1,11,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,DF,Josemi,Spain,26,838,8,1,9,1,10,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,DF,Javi Venta,Spain,30,3093,25,0,36,0,36,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,DF,Juan Pablo Sorín,Argentina,29,2372,16,4,28,5,33,4,3,593.0,8.25,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,DF,Rodolfo Arruabarrena,Argentina,30,3894,33,0,46,0,46,2,0,1947.0,23.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,DF,Carlos Alcántara,Spain,20,450,3,0,5,0,5,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,DF,Constantino Ibarra Nino,Spain,22,0,0,0,0,0,0,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,DF,Óscar López,Spain,21,90,1,0,1,0,1,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,DF,César Arzo,Spain,19,1062,5,7,10,8,18,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,DF,Edu Caballer,Spain,24,0,0,0,0,0,0,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,DF,Quique Álvarez,Spain,30,2746,20,1,30,2,32,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,DF,Gonzalo Rodríguez,Argentina,21,3481,29,0,40,1,41,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,DF,Juan Manuel Peña,Bolivia,32,2890,23,2,32,4,36,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,MF,Santi Cazorla,Spain,21,1340,14,9,15,10,25,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,MF,Josico,Spain,30,2785,26,1,35,5,40,2,1,1392.5,20.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,MF,Marcos García,Spain,18,0,0,0,35,5,40,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,MF,Marcos Senna,Spain,29,3711,29,1,34,8,42,4,3,927.75,10.5,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,MF,José Rubio,Spain,21,158,1,0,2,0,2,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,MF,Antonio Valencia,Ecuador,20,94,1,1,1,1,2,0,0,0.0,0.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,MF,Joan Roman Riquelme,Argentina,27,3299,25,0,38,0,38,14,12,235.64285714285714,2.7142857142857144,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,MF,Roger García,Spain,29,1192,8,16,11,21,32,2,2,596.0,16.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,MF,Alessio Tacchinardi,Italy,30,2246,17,6,24,10,34,2,2,1123.0,17.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,MF,Héctor Font,Spain,21,1229,8,13,10,17,27,1,1,1229.0,27.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,FW,Xisco Nadal,Spain,19,84,0,4,0,5,5,1,1,84.0,5.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,FW,Guille Franco,Mexico,29,960,8,4,9,8,17,4,4,240.0,4.25,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,FW,Luciano Figueroa,Argentina,24,1209,7,5,13,8,21,3,2,403.0,7.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,FW,Diego Forlán,Uruguay,26,3908,30,2,44,3,47,13,10,300.61538461538464,3.6153846153846154,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,FW,Antonio Guayre,Spain,25,995,7,10,9,14,23,3,2,331.6666666666667,7.666666666666667,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,FW,José Mari,Spain,27,2877,28,4,37,6,43,5,5,575.4,8.6,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2005-2006,2005,La Liga,1,7,FW,Javier Calleja,Spain,27,438,2,11,3,15,18,1,1,438.0,18.0,Champions League,1,Semis,4/5,11,7,7,0.0,54,62,51,11,1.1481481481481481,38,50,39,11,1.3157894736842106,24.79,22.97,1566.91
2006-2007,2006,La Liga,1,5,GK,Sebastián Viera,Uruguay,23,2745,27,1,30,1,31,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,GK,Mariano Barbosa,Argentina,22,1215,11,9,14,0,14,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,GK,Nicolás Bosch,Spain,22,0,0,0,0,0,0,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,DF,Josemi,Spain,27,2295,19,3,24,3,27,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,DF,Javi Venta,Spain,31,1829,19,1,21,2,23,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,DF,Carlos Alcántara,Spain,21,157,0,0,2,0,2,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,DF,Alberto De la Bella,Spain,21,0,0,0,0,0,0,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,DF,José Enrique,Spain,20,2234,22,1,24,1,25,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,DF,Rodolfo Arruabarrena,Argentina,31,1410,16,5,17,6,23,1,1,1410.0,23.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,DF,Fabricio Fuentes,Argentina,30,3183,32,1,35,1,36,4,4,795.75,9.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,DF,Edu Caballer,Spain,25,0,0,0,0,0,0,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,DF,Óscar López,Spain,22,0,0,0,0,0,0,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,DF,Gonzalo Rodríguez,Argentina,22,652,6,0,7,1,8,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,DF,Juan Manuel Peña,Bolivia,33,611,6,0,8,0,8,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,DF,Pascal Cygan,France,32,1749,20,1,21,1,22,1,1,1749.0,22.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,DF,Quique Álvarez,Spain,31,1747,12,3,18,3,21,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,DF,Constantino Ibarra Nino,Spain,23,0,0,0,0,0,0,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,MF,Alessio Tacchinardi,Italy,31,1517,11,11,16,11,27,1,1,1517.0,27.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,MF,Marcos Senna,Spain,30,3049,33,0,35,2,37,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,MF,Ruben Cani,Spain,25,2816,27,8,32,8,40,4,4,704.0,10.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,MF,Josico,Spain,31,1817,22,4,25,4,29,1,1,1817.0,29.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,MF,Marcos García,Spain,19,2100,20,9,23,11,34,3,3,700.0,11.333333333333334,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,MF,Bruno Soriano,Spain,22,106,0,3,0,5,5,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,MF,Matías Fernández,Chile,20,1432,14,6,16,6,22,1,1,1432.0,22.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,MF,Robert Pirès,France,33,808,8,3,10,3,13,3,3,269.3333333333333,4.333333333333333,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,MF,Juan Román Riquelme,Argentina,28,1170,13,0,13,0,13,1,1,1170.0,13.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,MF,Leandro Somoza,Argentina,25,1223,11,14,13,15,28,0,0,0.0,0.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,ST,Diego Forlán,Uruguay,27,3515,34,2,40,2,42,21,19,167.38095238095238,2.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,ST,Jonathan Pereira,Spain,19,125,0,4,0,8,8,1,1,125.0,8.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
2006-2007,2006,La Liga,1,5,ST,José Mari,Spain,28,969,7,12,8,14,22,1,0,969.0,22.0,Intertoto Cup,3,Third Round,3/5,8,9,12,-3.0,44,55,50,5,1.25,38,48,44,4,1.263157894736842,26.09,18.58,1318.06
